YEAR,DOY,RES,DM,LAI,LERG,NELLVG,RLEAF,SLA,TILTOT,FRTILG,CP
2002,1,0,0,0,0,0,0,0,0,0,0
2002,2,0,0,0,0,0,0,0,0,0,0
2002,3,0,0,0,0,0,0,0,0,0,0
2002,4,0,0,0,0,0,0,0,0,0,0
2002,5,0,0,0,0,0,0,0,0,0,0
2002,6,0,0,0,0,0,0,0,0,0,0
2002,7,0,0,0,0,0,0,0,0,0,0
2002,8,0,0,0,0,0,0,0,0,0,0
2002,9,0,0,0,0,0,0,0,0,0,0
2002,10,0,0,0,0,0,0,0,0,0,0
2002,11,0,0,0,0,0,0,0,0,0,0
2002,12,0,0,0,0,0,0,0,0,0,0
2002,13,0,0,0,0,0,0,0,0,0,0
2002,14,0,0,0,0,0,0,0,0,0,0
2002,15,0,0,0,0,0,0,0,0,0,0
2002,16,0,0,0,0,0,0,0,0,0,0
2002,17,0,0,0,0,0,0,0,0,0,0
2002,18,0,0,0,0,0,0,0,0,0,0
2002,19,0,0,0,0,0,0,0,0,0,0
2002,20,0,0,0,0,0,0,0,0,0,0
2002,21,0,0,0,0,0,0,0,0,0,0
2002,22,0,0,0,0,0,0,0,0,0,0
2002,23,0,0,0,0,0,0,0,0,0,0
2002,24,0,0,0,0,0,0,0,0,0,0
2002,25,0,0,0,0,0,0,0,0,0,0
2002,26,0,0,0,0,0,0,0,0,0,0
2002,27,0,0,0,0,0,0,0,0,0,0
2002,28,0,0,0,0,0,0,0,0,0,0
2002,29,0,0,0,0,0,0,0,0,0,0
2002,30,0,0,0,0,0,0,0,0,0,0
2002,31,0,0,0,0,0,0,0,0,0,0
2002,32,0,0,0,0,0,0,0,0,0,0
2002,33,0,0,0,0,0,0,0,0,0,0
2002,34,0,0,0,0,0,0,0,0,0,0
2002,35,0,0,0,0,0,0,0,0,0,0
2002,36,0,0,0,0,0,0,0,0,0,0
2002,37,0,0,0,0,0,0,0,0,0,0
2002,38,0,0,0,0,0,0,0,0,0,0
2002,39,0,0,0,0,0,0,0,0,0,0
2002,40,0,0,0,0,0,0,0,0,0,0
2002,41,0,0,0,0,0,0,0,0,0,0
2002,42,0,0,0,0,0,0,0,0,0,0
2002,43,0,0,0,0,0,0,0,0,0,0
2002,44,0,0,0,0,0,0,0,0,0,0
2002,45,0,0,0,0,0,0,0,0,0,0
2002,46,0,0,0,0,0,0,0,0,0,0
2002,47,0,0,0,0,0,0,0,0,0,0
2002,48,0,0,0,0,0,0,0,0,0,0
2002,49,0,0,0,0,0,0,0,0,0,0
2002,50,0,0,0,0,0,0,0,0,0,0
2002,51,0,0,0,0,0,0,0,0,0,0
2002,52,0,0,0,0,0,0,0,0,0,0
2002,53,0,0,0,0,0,0,0,0,0,0
2002,54,0,0,0,0,0,0,0,0,0,0
2002,55,0,0,0,0,0,0,0,0,0,0
2002,56,0,0,0,0,0,0,0,0,0,0
2002,57,0,0,0,0,0,0,0,0,0,0
2002,58,0,0,0,0,0,0,0,0,0,0
2002,59,0,0,0,0,0,0,0,0,0,0
2002,60,0,0,0,0,0,0,0,0,0,0
2002,61,0,0,0,0,0,0,0,0,0,0
2002,62,0,0,0,0,0,0,0,0,0,0
2002,63,0,0,0,0,0,0,0,0,0,0
2002,64,0,0,0,0,0,0,0,0,0,0
2002,65,0,0,0,0,0,0,0,0,0,0
2002,66,0,0,0,0,0,0,0,0,0,0
2002,67,0,0,0,0,0,0,0,0,0,0
2002,68,0,0,0,0,0,0,0,0,0,0
2002,69,0,0,0,0,0,0,0,0,0,0
2002,70,0,0,0,0,0,0,0,0,0,0
2002,71,0,0,0,0,0,0,0,0,0,0
2002,72,0,0,0,0,0,0,0,0,0,0
2002,73,0,0,0,0,0,0,0,0,0,0
2002,74,0,0,0,0,0,0,0,0,0,0
2002,75,0,0,0,0,0,0,0,0,0,0
2002,76,0,0,0,0,0,0,0,0,0,0
2002,77,0,0,0,0,0,0,0,0,0,0
2002,78,0,0,0,0,0,0,0,0,0,0
2002,79,0,0,0,0,0,0,0,0,0,0
2002,80,0,0,0,0,0,0,0,0,0,0
2002,81,0,0,0,0,0,0,0,0,0,0
2002,82,0,0,0,0,0,0,0,0,0,0
2002,83,0,0,0,0,0,0,0,0,0,0
2002,84,0,0,0,0,0,0,0,0,0,0
2002,85,0,0,0,0,0,0,0,0,0,0
2002,86,0,0,0,0,0,0,0,0,0,0
2002,87,0,0,0,0,0,0,0,0,0,0
2002,88,0,0,0,0,0,0,0,0,0,0
2002,89,0,0,0,0,0,0,0,0,0,0
2002,90,0,0,0,0,0,0,0,0,0,0
2002,91,0,0,0,0,0,0,0,0,0,0
2002,92,0,0,0,0,0,0,0,0,0,0
2002,93,0,0,0,0,0,0,0,0,0,0
2002,94,0,0,0,0,0,0,0,0,0,0
2002,95,0,0,0,0,0,0,0,0,0,0
2002,96,0,0,0,0,0,0,0,0,0,0
2002,97,0,0,0,0,0,0,0,0,0,0
2002,98,0,0,0,0,0,0,0,0,0,0
2002,99,0,0,0,0,0,0,0,0,0,0
2002,100,0,0,0,0,0,0,0,0,0,0
2002,101,0,0,0,0,0,0,0,0,0,0
2002,102,0,0,0,0,0,0,0,0,0,0
2002,103,0,0,0,0,0,0,0,0,0,0
2002,104,0,0,0,0,0,0,0,0,0,0
2002,105,0,0,0,0,0,0,0,0,0,0
2002,106,0,0,0,0,0,0,0,0,0,0
2002,107,0,0,0,0,0,0,0,0,0,0
2002,108,0,0,0,0,0,0,0,2225,0,0
2002,109,0,20,0.23,0,0,0,0.015,0,0,0
2002,110,0,0,0,0,0,0,0,0,0,0
2002,111,0,0,0,0,0,0,0,0,0,0
2002,112,0,0,0,0.0056,1.5,0.076,0,0,0,0
2002,113,0,0,0,0,0,0,0,0,0,0
2002,114,0,0,0,0,0,0,0,0,0,0
2002,115,0,0,0,0,0,0,0,0,0,0
2002,116,0,0,0,0,0,0,0,0,0,0
2002,117,0,0,0,0,0,0,0,0,0,0
2002,118,0,0,0,0,0,0,0,0,0,0
2002,119,0.132,83.38,1.29,0,0,0,0.0183,0,0,0.237
2002,120,0,0,0,0.0089,1.92,0.115,0,0,0,0
2002,121,0,0,0,0,0,0,0,0,0,0
2002,122,0,0,0,0,0,0,0,2475,0,0
2002,123,0,0,0,0,0,0,0,0,0,0
2002,124,0,0,0,0,0,0,0,0,0,0
2002,125,0,0,0,0,0,0,0,0,0,0
2002,126,0,0,0,0,0,0,0,0,0,0
2002,127,0,0,0,0.0149,2.53,0.139,0,0,0,0
2002,128,0.135,153.62,2.22,0,0,0,0.018,0,0,0.24
2002,129,0,0,0,0,0,0,0,0,0,0
2002,130,0,0,0,0,0,0,0,0,0,0
2002,131,0,0,0,0,0,0,0,0,0,0
2002,132,0,0,0,0,0,0,0,0,0,0
2002,133,0,0,0,0,0,0,0,2658,0,0
2002,134,0,0,0,0,0,0,0,0,0,0
2002,135,0.092,280.3,4.16,0,0,0,0.026,0,0,0.225
2002,136,0,0,0,0,0,0,0,0,0,0
2002,137,0,0,0,0.0282,1.26,0.161,0,0,0,0
2002,138,0,0,0,0,0,0,0,0,0,0
2002,139,0,0,0,0,0,0,0,0,0,0
2002,140,0,0,0,0,0,0,0,0,0,0
2002,141,0,0,0,0,0,0,0,0,0,0
2002,142,0,0,0,0,0,0,0,0,0,0
2002,143,0.074,470.72,8.28,0,0,0,0.0327,0,0,0.196
2002,144,0,0,0,0,0,0,0,2440,0,0
2002,145,0,0,0,0,0,0,0,0,0,0
2002,146,0,0,0,0,0,0,0,0,0,0
2002,147,0,0,0,0,0,0,0,0,0,0
2002,148,0,0,0,0.011,1.69,0.238,0,0,0,0
2002,149,0,0,0,0,0,0,0,2210,0.8,0
2002,150,0.082,567.67,10.42,0,0,0,0.0363,0,0,0.162
2002,151,0,100.63,0,0,0,0,0,0,0,0
2002,152,0,0,0,0,0,0,0,242,0,0
2002,153,0,0,0,0,0,0,0,0,0,0
2002,154,0,0,0,0,0,0,0,0,0,0
2002,155,0,0,0,0,0,0,0,0,0,0
2002,156,0,0,0,0,0,0,0,0,0,0
2002,157,0,0,0,0,0,0,0,0,0,0
2002,158,0,0,0,0,0,0,0,0,0,0
2002,159,0,0,0,0,0,0,0,0,0,0
2002,160,0,0,0,0,0,0,0,0,0,0
2002,161,0,0,0,0,0,0,0,0,0,0
2002,162,0,15.4,0.18,0,0,0,0.0297,0,0,0
2002,163,0,0,0,0,0,0,0,0,0,0
2002,164,0,0,0,0,0,0,0,0,0,0
2002,165,0,0,0,0,0,0,0,2633,0,0
2002,166,0,0,0,0,0,0,0,0,0,0
2002,167,0,0,0,0,0,0,0,0,0,0
2002,168,0,0,0,0,0,0,0,0,0,0
2002,169,0.067,55.48,1.1,0.0203,2.04,0.167,0.0247,0,0,0.263
2002,170,0,0,0,0,0,0,0,0,0,0
2002,171,0,0,0,0,0,0,0,3042,0,0
2002,172,0,0,0,0,0,0,0,0,0,0
2002,173,0,0,0,0,0,0,0,0,0,0
2002,174,0,0,0,0,0,0,0,0,0,0
2002,175,0,0,0,0,0,0,0,0,0,0
2002,176,0,0,0,0,0,0,0,0,0,0
2002,177,0,0,0,0,0,0,0,0,0,0
2002,178,0.121,143.66,3.03,0,0,0,0.0297,2783,0,0.21
2002,179,0,0,0,0,1.4,0.187,0,0,0,0
2002,180,0,0,0,0,0,0,0,0,0,0
2002,181,0,0,0,0,0,0,0,0,0,0
2002,182,0,0,0,0,0,0,0,0,0,0
2002,183,0,0,0,0,0,0,0,0,0,0
2002,184,0,0,0,0,0,0,0,0,0,0
2002,185,0,0,0,0,0,0,0,0,0,0
2002,186,0.14,234.12,3.71,0,0,0,0.0303,0,0,0.15
2002,187,0,0,0,0,0,0,0,0,0,0
2002,188,0,0,0,0,0,0,0,0,0,0
2002,189,0,0,0,0.0145,1.64,0.194,0,0,0,0
2002,190,0,0,0,0,0,0,0,0,0,0
2002,191,0,0,0,0,0,0,0,0,0,0
2002,192,0,0,0,0,0,0,0,2575,0,0
2002,193,0,0,0,0,0,0,0,0,0,0
2002,194,0,0,0,0,0,0,0,0,0,0
2002,195,0,0,0,0,0,0.146,0,0,0,0
2002,196,0.157,308.21,3.43,0.0137,1.31,0,0.0247,0,0,0.122
2002,197,0,0,0,0,0,0,0,0,0,0
2002,198,0,0,0,0,0,0,0,0,0,0
2002,199,0,0,0,0,0,0,0,2575,0,0
2002,200,0,0,0,0,0,0,0,0,0,0
2002,201,0,0,0,0,0,0,0,0,0,0
2002,202,0,0,0,0,0,0,0,0,0,0
2002,203,0.168,416.8,3.69,0.0104,1.33,0.074,0.026,0,0,0.098
2002,204,0,0,0,0,0,0,0,0,0,0
2002,205,0,0,0,0,0,0,0,0,0,0
2002,206,0,0,0,0,0,0,0,2217,0,0
2002,207,0,0,0,0,0,0,0,0,0,0
2002,208,0,0,0,0,0,0,0,0,0,0
2002,209,0,0,0,0,0,0,0,0,0,0
2002,210,0.207,526.06,3.19,0.0106,0.99,0.104,0.0253,0,0,0.073
2002,211,0,0,0,0,0,0,0,0,0,0
2002,212,0,0,0,0,0,0,0,0,0,0
2002,213,0,0,0,0,0,0,0,0,0,0
2002,214,0,0,0,0,0,0,0,0,0,0
2002,215,0,0,0,0,0,0,0,0,0,0
2002,216,0,0,0,0,0,0,0,0,0,0
2002,217,0,0,0,0,0,0,0,0,0,0
2002,218,0,0,0,0.0077,1,0.087,0,0,0,0
2002,219,0,0,0,0,0,0,0,0,0,0
2002,220,0,0,0,0,0,0,0,0,0,0
2002,221,0,0,0,0,0,0,0,0,0,0
2002,222,0,0,0,0,0,0,0,0,0,0
2002,223,0,0,0,0,0,0,0,1964,0,0
2002,224,0.22,726.13,2.85,0,0,0,0.0233,0,0,0.062
2002,225,0,0,0,0.0094,0.86,0.087,0,0,0,0
2002,226,0,0,0,0,0,0,0,0,0,0
2002,227,0,0,0,0,0,0,0,0,0,0
2002,228,0,0,0,0,0,0,0,0,0,0
2002,229,0,0,0,0,0,0,0,0,0,0
2002,230,0,0,0,0,0,0,0,0,0,0
2002,231,0,0,0,0,0,0,0,0,0,0
2002,232,0,0,0,0.0079,0.68,0.052,0,0,0,0
2002,233,0,0,0,0,0,0,0,0,0,0
2002,234,0,0,0,0,0,0,0,0,0,0
2002,235,0,0,0,0,0,0,0,0,0,0
2002,236,0,0,0,0,0,0,0,0,0,0
2002,237,0,0,0,0,0,0,0,0,0,0
2002,238,0.234,580.27,1.59,0,0,0,0.0203,2192,0,0.064
2002,239,0,0,0,0,0,0,0,0,0,0
2002,240,0,0,0,0,0,0,0,0,0,0
2002,241,0,0,0,0,0,0,0,0,0,0
2002,242,0,0,0,0,0,0,0,0,0,0
2002,243,0,0,0,0,0,0,0,0,0,0
2002,244,0,0,0,0,0,0,0,0,0,0
2002,245,0,0,0,0,0,0,0,0,0,0
2002,246,0,0,0,0,0,0,0,0,0,0
2002,247,0,0,0,0,0,0,0,0,0,0
2002,248,0,0,0,0,0,0,0,0,0,0
2002,249,0,0,0,0,0,0,0,0,0,0
2002,250,0,0,0,0,0,0,0,0,0,0
2002,251,0,0,0,0,0,0,0,0,0,0
2002,252,0,0,0,0,0,0,0,0,0,0
2002,253,0,0,0,0,0,0,0,0,0,0
2002,254,0,0,0,0,0,0,0,0,0,0
2002,255,0,0,0,0,0,0,0,0,0,0
2002,256,0,0,0,0,0,0,0,0,0,0
2002,257,0,0,0,0,0,0,0,0,0,0
2002,258,0,0,0,0,0,0,0,0,0,0
2002,259,0,0,0,0,0,0,0,0,0,0
2002,260,0,0,0,0,0,0,0,0,0,0
2002,261,0,0,0,0,0,0,0,0,0,0
2002,262,0,0,0,0,0,0,0,0,0,0
2002,263,0,0,0,0,0,0,0,0,0,0
2002,264,0,0,0,0,0,0,0,0,0,0
2002,265,0,0,0,0,0,0,0,0,0,0
2002,266,0,0,0,0,0,0,0,0,0,0
2002,267,0,0,0,0,0,0,0,0,0,0
2002,268,0,0,0,0,0,0,0,0,0,0
2002,269,0,0,0,0,0,0,0,0,0,0
2002,270,0,0,0,0,0,0,0,0,0,0
2002,271,0,0,0,0,0,0,0,0,0,0
2002,272,0,0,0,0,0,0,0,0,0,0
2002,273,0,0,0,0,0,0,0,0,0,0
2002,274,0,0,0,0,0,0,0,0,0,0
2002,275,0,0,0,0,0,0,0,0,0,0
2002,276,0,0,0,0,0,0,0,0,0,0
2002,277,0,0,0,0,0,0,0,0,0,0
2002,278,0,0,0,0,0,0,0,0,0,0
2002,279,0,0,0,0,0,0,0,0,0,0
2002,280,0,0,0,0,0,0,0,0,0,0
2002,281,0,0,0,0,0,0,0,0,0,0
2002,282,0,0,0,0,0,0,0,0,0,0
2002,283,0,0,0,0,0,0,0,0,0,0
2002,284,0,0,0,0,0,0,0,0,0,0
2002,285,0,0,0,0,0,0,0,0,0,0
2002,286,0,0,0,0,0,0,0,0,0,0
2002,287,0,0,0,0,0,0,0,0,0,0
2002,288,0,0,0,0,0,0,0,0,0,0
2002,289,0,0,0,0,0,0,0,0,0,0
2002,290,0,0,0,0,0,0,0,0,0,0
2002,291,0,0,0,0,0,0,0,0,0,0
2002,292,0,0,0,0,0,0,0,0,0,0
2002,293,0,0,0,0,0,0,0,0,0,0
2002,294,0,0,0,0,0,0,0,0,0,0
2002,295,0,0,0,0,0,0,0,0,0,0
2002,296,0,0,0,0,0,0,0,0,0,0
2002,297,0,0,0,0,0,0,0,0,0,0
2002,298,0,0,0,0,0,0,0,0,0,0
2002,299,0,0,0,0,0,0,0,0,0,0
2002,300,0,0,0,0,0,0,0,0,0,0
2002,301,0,0,0,0,0,0,0,0,0,0
2002,302,0,0,0,0,0,0,0,0,0,0
2002,303,0,0,0,0,0,0,0,0,0,0
2002,304,0,0,0,0,0,0,0,0,0,0
2002,305,0,0,0,0,0,0,0,0,0,0
2002,306,0,0,0,0,0,0,0,0,0,0
2002,307,0,0,0,0,0,0,0,0,0,0
2002,308,0,0,0,0,0,0,0,0,0,0
2002,309,0,0,0,0,0,0,0,0,0,0
2002,310,0,0,0,0,0,0,0,0,0,0
2002,311,0,0,0,0,0,0,0,0,0,0
2002,312,0,0,0,0,0,0,0,0,0,0
2002,313,0,0,0,0,0,0,0,0,0,0
2002,314,0,0,0,0,0,0,0,0,0,0
2002,315,0,0,0,0,0,0,0,0,0,0
2002,316,0,0,0,0,0,0,0,0,0,0
2002,317,0,0,0,0,0,0,0,0,0,0
2002,318,0,0,0,0,0,0,0,0,0,0
2002,319,0,0,0,0,0,0,0,0,0,0
2002,320,0,0,0,0,0,0,0,0,0,0
2002,321,0,0,0,0,0,0,0,0,0,0
2002,322,0,0,0,0,0,0,0,0,0,0
2002,323,0,0,0,0,0,0,0,0,0,0
2002,324,0,0,0,0,0,0,0,0,0,0
2002,325,0,0,0,0,0,0,0,0,0,0
2002,326,0,0,0,0,0,0,0,0,0,0
2002,327,0,0,0,0,0,0,0,0,0,0
2002,328,0,0,0,0,0,0,0,0,0,0
2002,329,0,0,0,0,0,0,0,0,0,0
2002,330,0,0,0,0,0,0,0,0,0,0
2002,331,0,0,0,0,0,0,0,0,0,0
2002,332,0,0,0,0,0,0,0,0,0,0
2002,333,0,0,0,0,0,0,0,0,0,0
2002,334,0,0,0,0,0,0,0,0,0,0
2002,335,0,0,0,0,0,0,0,0,0,0
2002,336,0,0,0,0,0,0,0,0,0,0
2002,337,0,0,0,0,0,0,0,0,0,0
2002,338,0,0,0,0,0,0,0,0,0,0
2002,339,0,0,0,0,0,0,0,0,0,0
2002,340,0,0,0,0,0,0,0,0,0,0
2002,341,0,0,0,0,0,0,0,0,0,0
2002,342,0,0,0,0,0,0,0,0,0,0
2002,343,0,0,0,0,0,0,0,0,0,0
2002,344,0,0,0,0,0,0,0,0,0,0
2002,345,0,0,0,0,0,0,0,0,0,0
2002,346,0,0,0,0,0,0,0,0,0,0
2002,347,0,0,0,0,0,0,0,0,0,0
2002,348,0,0,0,0,0,0,0,0,0,0
2002,349,0,0,0,0,0,0,0,0,0,0
2002,350,0,0,0,0,0,0,0,0,0,0
2002,351,0,0,0,0,0,0,0,0,0,0
2002,352,0,0,0,0,0,0,0,0,0,0
2002,353,0,0,0,0,0,0,0,0,0,0
2002,354,0,0,0,0,0,0,0,0,0,0
2002,355,0,0,0,0,0,0,0,0,0,0
2002,356,0,0,0,0,0,0,0,0,0,0
2002,357,0,0,0,0,0,0,0,0,0,0
2002,358,0,0,0,0,0,0,0,0,0,0
2002,359,0,0,0,0,0,0,0,0,0,0
2002,360,0,0,0,0,0,0,0,0,0,0
2002,361,0,0,0,0,0,0,0,0,0,0
2002,362,0,0,0,0,0,0,0,0,0,0
2002,363,0,0,0,0,0,0,0,0,0,0
2002,364,0,0,0,0,0,0,0,0,0,0
2002,365,0,0,0,0,0,0,0,0,0,0
